batch_id,timestamp,machine_id,temperature_C,pressure_bar,raw_material_kg,batch_size_kg,reaction_rate_constant,reaction_time_min,machine_runtime_min,downtime_min,cycle_time_min,conversion_percent,production_kg,defective_kg,good_production_kg,yield_percent,energy_kWh,energy_cost,total_cost,cost_per_good_kg,throughput_kg_hr,maintenance_event
632,2025-02-22 14:00:00,M05,75.3,3.702,900.35,891.37,0.00463,128.45,144.25,22.33,166.58,55.0,490.25,9.75,480.51,53.37,774.13,100.64,2257.07,4.697,173.07,No
633,2025-02-22 16:00:00,M01,72.23,4.866,1035.33,1032.51,0.004333,128.38,140.96,7.95,148.91,55.0,567.88,9.49,558.4,53.93,770.71,100.19,2540.63,4.55,224.99,No
634,2025-02-22 18:00:00,M02,69.73,3.754,863.63,854.78,0.003814,178.67,193.76,28.91,222.67,55.0,470.13,9.55,460.58,53.33,992.52,129.03,2255.55,4.897,124.11,No
635,2025-02-22 20:00:00,M01,79.03,3.621,1056.2,1047.51,0.005246,100.81,116.9,16.85,133.75,55.0,576.13,9.21,566.92,53.68,662.54,86.13,2569.34,4.532,254.32,No
636,2025-02-22 22:00:00,M01,64.15,4.312,920.45,903.72,0.003176,152.88,172.94,7.66,180.61,55.0,497.05,8.04,489.01,53.13,789.23,102.6,2323.22,4.751,162.45,No
637,2025-02-23 00:00:00,M04,81.04,4.959,1007.25,997.73,0.005882,117.77,139.02,19.78,158.8,55.0,548.75,15.71,533.04,52.92,782.56,101.73,2566.27,4.814,201.4,No
638,2025-02-23 02:00:00,M04,71.88,4.148,992.13,968.82,0.004174,96.01,118.27,32.03,150.3,55.0,532.85,12.74,520.11,52.42,577.04,75.02,2538.86,4.881,207.63,Yes
639,2025-02-23 04:00:00,M04,73.75,4.183,1104.46,1080.22,0.004463,124.45,145.59,17.25,162.85,55.0,594.12,12.03,582.09,52.7,744.47,96.78,2540.9,4.365,214.47,No
640,2025-02-23 06:00:00,M05,69.83,4.781,1021.79,1006.9,0.003967,141.47,151.86,9.88,161.74,55.0,553.8,9.52,544.27,53.27,803.57,104.46,2534.37,4.656,201.91,No
641,2025-02-23 08:00:00,M04,62.83,4.595,946.08,914.41,0.003055,182.77,194.99,38.56,233.55,55.0,502.92,12.65,490.28,51.82,929.51,120.84,2441.34,4.98,125.95,No
642,2025-02-23 10:00:00,M04,71.23,4.391,1032.36,1024.03,0.004115,109.29,131.68,67.41,199.09,55.0,563.21,14.69,548.53,53.13,640.3,83.24,2495.43,4.549,165.31,Yes
643,2025-02-23 12:00:00,M01,73.84,3.938,1192.82,1139.42,0.004439,107.55,123.68,2.91,126.6,55.0,626.68,14.31,612.37,51.34,651.71,84.72,3067.98,5.01,290.23,No
644,2025-02-23 14:00:00,M02,75.72,4.405,1066.61,1055.26,0.004816,132.77,150.21,5.6,155.81,55.0,580.39,12.02,568.37,53.29,824.28,107.16,2620.73,4.611,218.87,No
645,2025-02-23 16:00:00,M04,70.91,3.588,994.67,985.21,0.003955,169.86,190.39,50.77,241.16,55.0,541.86,11.42,530.44,53.33,967.69,125.8,2659.52,5.014,131.98,No
646,2025-02-23 18:00:00,M05,59.94,3.919,924.97,902.28,0.002677,200.02,223.19,8.32,231.51,55.0,496.25,9.32,486.94,52.64,961.34,124.97,2400.25,4.929,126.2,No
647,2025-02-23 20:00:00,M01,63.52,4.844,944.52,916.36,0.003161,157.11,176.99,2.84,179.83,55.0,504.0,9.87,494.13,52.32,807.79,105.01,2545.91,5.152,164.87,No
648,2025-02-23 22:00:00,M03,83.29,4.786,1061.2,1040.08,0.006301,68.57,83.13,17.45,100.58,55.0,572.05,11.32,560.72,52.84,493.61,64.17,2551.05,4.55,334.49,No
649,2025-02-24 00:00:00,M04,65.99,4.397,920.28,913.54,0.003409,187.2,200.32,34.71,235.03,55.0,502.45,11.19,491.25,53.38,992.7,129.05,2390.33,4.866,125.41,No
650,2025-02-24 02:00:00,M01,79.85,3.332,1000.24,989.39,0.005338,120.38,134.1,9.09,143.2,55.0,544.16,15.95,528.21,52.81,757.37,98.46,2541.7,4.812,221.32,No
651,2025-02-24 04:00:00,M02,66.86,3.656,1129.39,1097.38,0.003428,103.41,126.31,17.4,143.71,55.0,603.56,10.58,592.98,52.5,573.18,74.51,2948.82,4.973,247.57,No
652,2025-02-24 06:00:00,M05,71.0,3.894,1013.54,999.62,0.00401,95.69,117.14,10.71,127.84,55.0,549.79,6.61,543.18,53.59,563.36,73.24,2573.61,4.738,254.93,No
653,2025-02-24 08:00:00,M04,75.44,4.123,902.88,892.17,0.004723,122.24,140.43,22.86,163.29,55.0,490.7,8.87,481.82,53.37,750.52,97.57,2288.33,4.749,177.05,No
654,2025-02-24 10:00:00,M02,67.49,3.637,1196.01,1181.22,0.003504,167.53,179.83,6.28,186.11,55.0,649.67,10.36,639.31,53.45,899.15,116.89,3049.6,4.77,206.1,No
655,2025-02-24 12:00:00,M05,80.76,4.089,1158.62,1127.52,0.005654,93.91,115.47,13.92,129.39,55.0,620.14,18.01,602.13,51.97,626.05,81.39,2837.0,4.712,279.21,No
656,2025-02-24 14:00:00,M02,72.42,4.995,1045.11,1031.38,0.004381,128.86,147.62,25.31,172.93,55.0,567.26,18.57,548.69,52.5,750.02,97.5,2804.44,5.111,190.37,No
657,2025-02-24 16:00:00,M05,74.53,4.38,1114.82,1110.37,0.004619,118.72,133.65,8.07,141.72,55.0,610.71,11.96,598.74,53.71,706.29,91.82,2868.47,4.791,253.49,No
658,2025-02-24 18:00:00,M02,70.53,4.298,975.97,967.62,0.004,142.23,160.02,23.98,183.99,55.0,532.19,9.3,522.9,53.58,829.08,107.78,2522.29,4.824,170.51,No
659,2025-02-24 20:00:00,M03,75.62,3.742,1065.2,1054.48,0.00469,106.38,126.41,15.86,142.28,55.0,579.97,8.74,571.23,53.63,657.89,85.53,2691.73,4.712,240.9,No
660,2025-02-24 22:00:00,M02,80.68,3.462,961.88,966.41,0.005515,102.63,118.85,4.51,123.36,55.0,531.53,14.61,516.91,53.74,684.4,88.97,2396.21,4.636,251.41,No
661,2025-02-25 00:00:00,M02,71.28,3.647,878.01,866.61,0.004015,128.52,142.38,6.49,148.86,55.0,476.64,10.33,466.31,53.11,746.92,97.1,2273.38,4.875,187.95,No
662,2025-02-25 02:00:00,M05,81.51,3.444,1233.27,1202.31,0.005667,89.94,108.7,20.75,129.45,55.0,661.27,20.83,640.44,51.93,607.12,78.93,3118.13,4.869,296.84,No
663,2025-02-25 04:00:00,M01,68.64,4.234,873.41,851.52,0.00373,114.16,133.17,5.58,138.75,55.0,468.34,7.75,460.58,52.73,651.57,84.7,2301.22,4.996,199.17,No
664,2025-02-25 06:00:00,M01,76.2,4.373,1026.78,1013.55,0.004891,113.2,123.63,0.78,124.41,55.0,557.45,13.72,543.73,52.95,695.03,90.35,2556.48,4.702,262.22,No
665,2025-02-25 08:00:00,M02,74.69,3.766,1025.73,992.65,0.004544,138.13,155.84,14.06,169.9,55.0,545.96,11.13,534.83,52.14,829.69,107.86,2455.17,4.591,188.87,No
666,2025-02-25 10:00:00,M04,66.12,4.267,1046.44,1026.84,0.00341,159.07,173.7,14.41,188.11,55.0,564.76,9.53,555.23,53.06,850.07,110.51,2747.89,4.949,177.1,No
667,2025-02-25 12:00:00,M04,73.18,4.861,991.93,982.57,0.004478,120.64,140.55,23.15,163.7,55.0,540.42,6.99,533.43,53.78,720.27,93.64,2479.81,4.649,195.52,No
668,2025-02-25 14:00:00,M05,72.04,5.081,992.87,991.93,0.004336,152.67,163.86,27.63,191.49,55.0,545.56,11.43,534.13,53.8,882.66,114.75,2646.01,4.954,167.36,No
669,2025-02-25 16:00:00,M02,67.31,4.547,1012.46,978.51,0.003595,179.3,192.2,13.32,205.52,55.0,538.18,9.42,528.76,52.23,947.56,123.18,2513.61,4.754,154.37,No
670,2025-02-25 18:00:00,M02,73.97,4.121,1043.19,1028.78,0.004488,155.56,164.19,16.19,180.38,55.0,565.83,8.86,556.97,53.39,925.67,120.34,2713.01,4.871,185.27,No
671,2025-02-25 20:00:00,M01,72.8,4.532,999.84,984.02,0.004371,168.76,188.42,2.68,191.11,55.0,541.21,10.88,530.33,53.04,982.21,127.69,2590.08,4.884,166.5,No
672,2025-02-25 22:00:00,M03,71.6,4.808,993.85,979.39,0.004229,135.12,147.13,7.29,154.41,55.0,538.66,8.7,529.96,53.32,777.33,101.05,2502.96,4.723,205.92,No
673,2025-02-26 00:00:00,M05,71.62,3.297,881.1,869.38,0.004013,119.48,132.17,50.47,182.64,55.0,478.16,9.68,468.48,53.17,709.86,92.28,2398.67,5.12,153.9,No
674,2025-02-26 02:00:00,M04,71.5,4.867,1181.23,1163.06,0.004224,124.92,142.55,20.5,163.05,55.0,639.69,11.0,628.69,53.22,731.32,95.07,2895.17,4.605,231.34,No
675,2025-02-26 04:00:00,M03,69.98,3.955,1048.21,1050.0,0.003876,157.47,174.83,24.35,199.18,55.0,577.5,8.8,568.7,54.25,893.17,116.11,2819.25,4.957,171.31,No
676,2025-02-26 06:00:00,M02,72.77,3.959,1018.8,1018.73,0.004279,157.96,178.51,9.24,187.75,55.0,560.3,9.43,550.87,54.07,923.46,120.05,2813.85,5.108,176.05,No
677,2025-02-26 08:00:00,M05,68.46,4.04,943.8,953.91,0.003682,132.47,153.42,7.38,160.8,55.0,524.65,8.76,515.89,54.66,732.87,95.27,2329.25,4.515,192.49,No
678,2025-02-26 10:00:00,M03,86.61,4.344,909.67,895.91,0.00692,84.73,107.25,8.49,115.74,55.0,492.75,16.53,476.23,52.35,619.35,80.52,2251.7,4.728,246.88,No
679,2025-02-26 12:00:00,M01,64.25,3.7,1077.4,1055.93,0.00312,162.51,186.97,21.53,208.5,55.0,580.76,12.84,567.92,52.71,835.41,108.6,2763.01,4.865,163.43,No
680,2025-02-26 14:00:00,M02,68.78,4.072,985.61,959.38,0.003729,149.08,171.25,10.77,182.02,55.0,527.66,13.41,514.25,52.18,803.34,104.43,2532.32,4.924,169.51,No
681,2025-02-26 16:00:00,M01,69.22,4.436,1055.9,1033.48,0.003836,144.62,163.95,2.59,166.54,55.0,568.41,12.7,555.71,52.63,787.31,102.35,2788.16,5.017,200.21,No
682,2025-02-26 18:00:00,M01,83.22,4.298,878.31,872.66,0.006183,96.37,115.24,11.18,126.42,55.0,479.96,10.79,469.17,53.42,659.12,85.69,2326.45,4.959,222.67,No
683,2025-02-26 20:00:00,M01,64.74,4.371,1139.22,1134.0,0.003253,221.53,242.0,7.17,249.17,55.0,623.7,13.99,609.71,53.52,1116.68,145.17,2936.48,4.816,146.82,No
684,2025-02-26 22:00:00,M03,74.34,4.054,1081.12,1073.67,0.004536,132.92,142.84,20.24,163.08,55.0,590.52,14.62,575.9,53.27,795.23,103.38,2686.06,4.664,211.88,No
685,2025-02-27 00:00:00,M04,73.37,4.512,992.7,969.9,0.004455,119.99,137.37,48.73,186.1,55.0,533.44,14.34,519.11,52.29,730.49,94.96,2534.73,4.883,167.36,No
686,2025-02-27 02:00:00,M02,73.83,4.675,1042.09,1018.21,0.004554,114.64,125.33,3.08,128.41,55.0,560.02,9.28,550.74,52.85,672.01,87.36,2635.8,4.786,257.34,No
687,2025-02-27 04:00:00,M03,78.8,4.648,1066.69,1075.73,0.005397,102.39,117.45,15.13,132.58,55.0,591.65,16.04,575.61,53.96,661.09,85.94,2588.9,4.498,260.5,No
688,2025-02-27 06:00:00,M05,78.69,4.392,879.67,857.69,0.005329,94.04,106.14,26.05,132.18,55.0,471.73,8.85,462.88,52.62,611.44,79.49,2157.43,4.661,210.11,No
689,2025-02-27 08:00:00,M04,69.52,4.623,1151.0,1153.3,0.003903,147.99,167.54,24.09,191.63,55.0,634.32,15.96,618.36,53.72,820.99,106.73,2866.21,4.635,193.61,No
690,2025-02-27 10:00:00,M03,73.07,4.592,1043.49,1032.91,0.00442,87.03,107.44,6.39,113.82,55.0,568.1,13.02,555.08,53.19,534.25,69.45,2562.22,4.616,292.6,No
691,2025-02-27 12:00:00,M02,61.75,5.404,936.63,914.35,0.003016,182.72,205.58,9.89,215.47,55.0,502.89,12.48,490.41,52.36,899.58,116.95,2444.49,4.985,136.56,No
692,2025-02-27 14:00:00,M05,72.55,4.748,901.31,874.98,0.004363,127.65,141.79,11.82,153.61,55.0,481.24,5.88,475.35,52.74,753.48,97.95,2176.89,4.58,185.67,No
693,2025-02-27 16:00:00,M02,67.63,4.16,1088.84,1063.5,0.003589,133.55,148.92,7.0,155.92,55.0,584.93,11.49,573.43,52.66,733.1,95.3,2715.49,4.735,220.66,No
694,2025-02-27 18:00:00,M02,70.97,3.79,1019.0,1008.83,0.003992,134.79,157.12,15.08,172.2,55.0,554.85,12.84,542.01,53.19,770.88,100.21,2507.08,4.625,188.85,No
695,2025-02-27 20:00:00,M05,62.73,4.082,1043.43,1016.39,0.00299,217.98,233.93,29.76,263.69,55.0,559.02,12.17,546.85,52.41,1087.63,141.39,2773.58,5.072,124.43,No
696,2025-02-27 22:00:00,M03,74.23,4.051,1002.4,1006.06,0.004517,145.48,160.6,14.97,175.57,55.0,553.33,10.77,542.56,54.13,875.53,113.82,2486.86,4.584,185.41,No
697,2025-02-28 00:00:00,M04,62.67,4.43,909.75,893.84,0.003019,174.45,195.3,2.45,197.75,55.0,491.61,8.26,483.35,53.13,882.77,114.76,2414.07,4.994,146.66,No
698,2025-02-28 02:00:00,M03,72.82,3.885,1045.78,1038.88,0.004275,141.9,161.98,9.21,171.18,55.0,571.38,9.71,561.67,53.71,835.27,108.59,2661.21,4.738,196.87,No
699,2025-02-28 04:00:00,M04,65.25,4.736,982.22,974.79,0.003357,135.15,156.97,45.34,202.31,55.0,536.14,12.36,523.77,53.33,729.02,94.77,2655.75,5.07,155.34,No
700,2025-02-28 06:00:00,M02,67.33,3.575,998.05,1002.5,0.003476,156.67,176.6,6.24,182.84,55.0,551.38,12.98,538.4,53.94,841.65,109.41,2605.53,4.839,176.68,No
701,2025-02-28 08:00:00,M02,78.35,3.465,1213.93,1189.34,0.005098,114.64,131.06,22.12,153.18,55.0,654.14,12.08,642.05,52.89,732.06,95.17,3014.27,4.695,251.49,No
702,2025-02-28 10:00:00,M02,75.23,4.139,1078.22,1063.42,0.004692,145.44,168.94,4.3,173.24,55.0,584.88,11.75,573.13,53.16,879.47,114.33,2754.78,4.807,198.5,No
703,2025-02-28 12:00:00,M01,78.32,3.821,1083.41,1048.94,0.005158,127.41,148.94,16.53,165.47,55.0,576.92,5.66,571.26,52.73,807.69,105.0,2750.0,4.814,207.15,No
704,2025-02-28 14:00:00,M05,80.58,3.634,1244.85,1227.72,0.00553,105.39,123.32,9.24,132.56,55.0,675.24,14.62,660.63,53.07,699.58,90.95,3030.6,4.587,299.02,No
705,2025-02-28 16:00:00,M02,67.75,3.913,1034.61,1033.25,0.003573,139.42,160.97,35.54,196.51,55.0,568.29,14.27,554.01,53.55,779.32,101.31,2647.01,4.778,169.16,No
706,2025-02-28 18:00:00,M03,80.24,3.857,1010.77,998.27,0.005512,121.5,139.45,27.78,167.23,55.0,549.05,16.14,532.91,52.72,789.41,102.62,2559.06,4.802,191.21,No
707,2025-02-28 20:00:00,M04,63.94,4.205,938.87,950.84,0.00314,172.37,186.66,3.48,190.14,55.0,522.96,7.3,515.66,54.92,870.28,113.14,2420.57,4.694,162.72,No
708,2025-02-28 22:00:00,M04,76.1,3.921,959.27,950.86,0.004798,125.24,143.68,12.49,156.17,55.0,522.98,10.79,512.19,53.39,764.24,99.35,2428.77,4.742,196.79,No
709,2025-03-01 00:00:00,M03,69.29,3.957,815.76,798.23,0.003782,147.49,173.19,7.1,180.3,55.0,439.03,9.64,429.38,52.64,820.74,106.7,2137.78,4.979,142.89,No
710,2025-03-01 02:00:00,M03,66.88,4.198,1071.14,1060.93,0.003497,205.21,227.38,16.96,244.34,55.0,583.51,9.8,573.71,53.56,1084.56,140.99,2808.81,4.896,140.88,No
711,2025-03-01 04:00:00,M05,75.38,4.656,885.98,857.13,0.004801,108.48,128.15,9.99,138.14,55.0,471.42,5.89,465.53,52.54,658.79,85.64,2303.79,4.949,202.21,No
712,2025-03-01 06:00:00,M04,77.2,4.862,1081.25,1054.66,0.005147,123.61,138.02,35.72,173.74,55.0,580.06,10.0,570.06,52.72,776.45,100.94,2829.16,4.963,196.87,No
713,2025-03-01 08:00:00,M05,77.03,4.266,996.13,966.64,0.005015,111.77,125.04,9.4,134.44,55.0,531.65,6.76,524.89,52.69,695.87,90.46,2466.27,4.699,234.25,No
714,2025-03-01 10:00:00,M05,73.18,4.301,1011.53,996.55,0.004394,138.84,155.87,13.16,169.03,55.0,548.1,12.27,535.83,52.97,822.49,106.92,2485.65,4.639,190.21,No
715,2025-03-01 12:00:00,M04,72.73,4.118,996.19,980.52,0.004296,160.48,176.05,12.07,188.12,55.0,539.29,10.69,528.6,53.06,941.93,122.45,2652.86,5.019,168.59,No
716,2025-03-01 14:00:00,M01,74.9,4.417,1124.75,1124.14,0.004683,88.71,106.79,18.94,125.73,55.0,618.28,11.45,606.83,53.95,565.41,73.5,2985.88,4.92,289.59,No
717,2025-03-01 16:00:00,M03,73.67,4.376,1108.85,1090.9,0.004481,125.43,144.04,29.06,173.1,55.0,599.99,10.73,589.26,53.14,746.89,97.1,2855.65,4.846,204.25,No
718,2025-03-01 18:00:00,M01,74.98,4.797,997.4,970.44,0.004758,104.96,117.27,21.9,139.17,55.0,533.74,13.34,520.4,52.18,643.47,83.65,2500.76,4.805,224.36,No
719,2025-03-01 20:00:00,M04,73.12,3.35,919.09,922.5,0.004239,141.71,156.36,10.52,166.88,55.0,507.38,9.32,498.06,54.19,821.34,106.77,2401.36,4.821,179.07,No
720,2025-03-01 22:00:00,M05,76.64,4.094,1083.15,1028.63,0.004917,125.95,142.53,3.86,146.4,55.0,565.75,11.14,554.61,51.2,786.8,102.28,2753.03,4.964,227.3,No
721,2025-03-02 00:00:00,M03,63.05,4.353,912.29,899.03,0.003054,174.01,193.75,5.46,199.21,55.0,494.46,7.4,487.06,53.39,877.57,114.08,2391.67,4.91,146.7,No
722,2025-03-02 02:00:00,M03,71.28,4.188,860.06,849.41,0.004093,128.9,148.8,24.19,172.98,55.0,467.17,7.54,459.64,53.44,756.83,98.39,2182.66,4.749,159.43,No
723,2025-03-02 04:00:00,M01,64.39,3.777,1044.85,1029.05,0.003145,185.19,199.06,12.88,211.94,55.0,565.98,13.33,552.65,52.89,955.24,124.18,2804.58,5.075,156.46,No
724,2025-03-02 06:00:00,M05,73.52,3.615,1109.66,1099.68,0.00434,108.47,121.57,14.6,136.17,55.0,604.82,12.12,592.71,53.41,652.84,84.87,2706.59,4.566,261.15,No
725,2025-03-02 08:00:00,M01,81.03,4.563,963.54,950.37,0.005801,102.09,116.3,21.35,137.66,55.0,522.7,13.93,508.78,52.8,665.26,86.48,2528.32,4.969,221.76,No
726,2025-03-02 10:00:00,M01,69.39,3.859,1036.41,1027.07,0.003783,133.55,154.73,11.47,166.2,55.0,564.89,11.65,553.24,53.38,753.57,97.96,2688.74,4.86,199.72,No
727,2025-03-02 12:00:00,M02,72.7,3.41,962.59,941.19,0.004186,148.71,164.82,26.48,191.29,55.0,517.66,12.98,504.68,52.43,883.65,114.87,2622.7,5.197,158.3,No
728,2025-03-02 14:00:00,M01,76.16,4.585,1064.98,1030.36,0.004921,94.98,113.41,9.74,123.14,55.0,566.7,13.47,553.22,51.95,604.63,78.6,2725.58,4.927,269.55,No
729,2025-03-02 16:00:00,M03,60.63,4.407,1098.55,1081.46,0.002795,187.55,207.22,7.27,214.49,55.0,594.8,8.53,586.27,53.37,908.18,118.06,2625.3,4.478,164.0,No
730,2025-03-02 18:00:00,M03,69.13,4.148,976.34,949.67,0.003785,134.78,157.69,3.74,161.43,55.0,522.32,9.06,513.25,52.57,758.77,98.64,2391.62,4.66,190.76,No
731,2025-03-02 20:00:00,M02,74.0,3.788,907.52,885.97,0.004441,122.6,135.72,1.23,136.95,55.0,487.28,6.81,480.48,52.94,738.46,96.0,2328.77,4.847,210.5,No
732,2025-03-02 22:00:00,M01,58.0,4.149,868.87,867.94,0.002506,240.0,262.85,13.11,275.96,55.0,477.37,9.66,467.71,53.83,1107.66,144.0,2497.28,5.339,101.69,No
733,2025-03-03 00:00:00,M01,66.63,4.747,1083.31,1087.32,0.003531,178.68,198.99,20.01,219.0,55.0,598.02,11.24,586.79,54.17,945.54,122.92,2773.59,4.727,160.76,No
734,2025-03-03 02:00:00,M02,78.05,3.473,897.71,896.55,0.005049,105.13,129.8,22.89,152.69,55.0,493.1,9.64,483.47,53.86,675.34,87.79,2210.5,4.572,189.98,No
735,2025-03-03 04:00:00,M01,77.52,3.496,1033.48,1029.85,0.004961,106.97,130.59,27.62,158.21,55.0,566.42,11.54,554.88,53.69,670.83,87.21,2686.94,4.842,210.43,No
736,2025-03-03 06:00:00,M04,74.06,3.918,1069.97,1054.69,0.00447,141.83,160.27,13.52,173.79,55.0,580.08,10.71,569.37,53.21,831.77,108.13,2872.65,5.045,196.57,No
737,2025-03-03 08:00:00,M01,76.85,4.188,954.88,952.2,0.00497,96.39,111.39,27.33,138.72,55.0,523.71,16.4,507.3,53.13,618.81,80.45,2373.22,4.678,219.42,No
738,2025-03-03 10:00:00,M02,73.18,3.977,985.04,974.47,0.004344,130.91,151.56,13.73,165.28,55.0,535.96,6.36,529.6,53.76,783.45,101.85,2480.05,4.683,192.25,No
739,2025-03-03 12:00:00,M02,75.05,4.489,1089.91,1099.04,0.00472,110.41,123.94,4.7,128.64,55.0,604.47,10.82,593.65,54.47,677.59,88.09,2871.08,4.836,276.89,No
740,2025-03-03 14:00:00,M02,70.26,4.69,927.26,903.14,0.004017,137.91,156.78,18.67,175.44,55.0,496.73,7.06,489.67,52.81,782.36,101.71,2304.94,4.707,167.46,No
741,2025-03-03 16:00:00,M01,72.64,4.325,918.13,911.76,0.004314,145.61,160.63,4.36,164.99,55.0,501.47,9.6,491.87,53.57,849.42,110.42,2307.36,4.691,178.87,No
742,2025-03-03 18:00:00,M01,68.52,4.452,978.9,949.37,0.003743,137.95,154.98,10.81,165.79,55.0,522.15,7.1,515.06,52.62,772.37,100.41,2423.62,4.706,186.4,No
743,2025-03-03 20:00:00,M05,78.95,4.322,1115.01,1107.36,0.005363,119.46,128.73,25.43,154.16,55.0,609.05,13.68,595.37,53.4,773.46,100.55,2834.3,4.761,231.73,No
744,2025-03-03 22:00:00,M01,80.37,4.204,1144.97,1104.17,0.005603,130.88,148.54,0.69,149.23,55.0,607.29,11.77,595.53,52.01,846.55,110.05,2863.43,4.808,239.44,No
745,2025-03-04 00:00:00,M03,79.59,3.618,991.11,961.81,0.005346,114.61,133.09,11.18,144.27,55.0,529.0,14.0,514.99,51.96,744.47,96.78,2483.24,4.822,214.18,No
746,2025-03-04 02:00:00,M03,69.76,3.737,935.91,907.47,0.003816,146.93,162.8,5.61,168.41,55.0,499.11,6.33,492.78,52.65,828.35,107.69,2484.81,5.042,175.56,No
747,2025-03-04 04:00:00,M02,66.75,3.592,1095.77,1082.65,0.003407,192.11,209.77,27.96,237.73,55.0,595.46,9.46,586.0,53.48,1014.32,131.86,2925.86,4.993,147.9,No
748,2025-03-04 06:00:00,M03,79.02,4.133,849.76,840.63,0.005341,90.46,104.13,30.92,135.05,55.0,462.35,8.75,453.6,53.38,597.57,77.68,2276.62,5.019,201.52,No
749,2025-03-04 08:00:00,M04,74.99,4.305,1022.28,1037.01,0.00468,145.73,166.84,11.42,178.26,55.0,570.36,11.88,558.48,54.63,867.1,112.72,2640.04,4.727,187.97,No
750,2025-03-04 10:00:00,M05,73.81,3.548,996.05,980.02,0.004373,116.65,134.75,19.13,153.88,55.0,539.01,11.36,527.65,52.97,710.46,92.36,2600.68,4.929,205.74,No
751,2025-03-04 12:00:00,M02,68.52,4.233,1116.44,1110.05,0.003714,196.8,223.75,3.25,227.0,55.0,610.53,10.47,600.06,53.75,1073.11,139.5,2800.78,4.668,158.6,No
752,2025-03-04 14:00:00,M02,74.34,3.806,1125.55,1110.84,0.004496,114.05,133.22,16.56,149.79,55.0,610.96,13.74,597.23,53.06,694.66,90.31,2895.01,4.847,239.23,No
753,2025-03-04 16:00:00,M02,66.03,3.719,915.17,909.01,0.003333,185.11,204.64,5.47,210.11,55.0,499.96,4.76,495.19,54.11,969.33,126.01,2471.5,4.991,141.41,No
754,2025-03-04 18:00:00,M03,75.49,3.919,1015.09,1001.61,0.004697,95.62,111.74,4.81,116.55,55.0,550.89,9.66,541.23,53.32,604.27,78.55,2476.51,4.576,278.62,No
755,2025-03-04 20:00:00,M04,79.58,3.696,948.65,946.93,0.00536,102.78,125.55,12.76,138.31,55.0,520.81,11.58,509.23,53.68,671.06,87.24,2463.49,4.838,220.91,No
756,2025-03-04 22:00:00,M02,80.97,4.473,973.6,946.7,0.005771,84.11,100.39,6.57,106.96,55.0,520.68,12.9,507.78,52.16,567.1,73.72,2461.34,4.847,284.85,No
757,2025-03-05 00:00:00,M02,75.9,4.124,1055.56,1008.73,0.004798,95.45,120.37,17.1,137.47,55.0,554.8,11.23,543.57,51.5,602.87,78.37,2687.16,4.944,237.25,No
758,2025-03-05 02:00:00,M05,64.4,4.567,969.86,960.17,0.003234,203.48,228.28,12.08,240.36,55.0,528.09,10.77,517.33,53.34,1041.37,135.38,2651.99,5.126,129.14,No
759,2025-03-05 04:00:00,M01,73.09,4.0,1017.45,980.15,0.004333,109.44,125.39,6.63,132.02,55.0,539.08,11.06,528.02,51.9,663.04,86.2,2580.76,4.888,239.97,No
760,2025-03-05 06:00:00,M03,83.77,4.017,1086.15,1086.96,0.006233,82.05,98.94,6.87,105.81,55.0,597.83,22.08,575.75,53.01,560.5,72.86,2811.8,4.884,326.47,No
761,2025-03-05 08:00:00,M04,67.22,5.043,1136.36,1111.84,0.003645,137.89,152.99,20.97,173.96,55.0,611.51,15.15,596.37,52.48,753.52,97.96,2779.28,4.66,205.7,No
762,2025-03-05 10:00:00,M01,71.67,3.47,1025.98,997.81,0.004046,161.44,174.09,19.79,193.88,55.0,548.79,7.84,540.95,52.73,911.2,118.46,2581.35,4.772,167.4,No
763,2025-03-05 12:00:00,M01,79.77,4.778,1010.6,1028.19,0.005602,114.94,134.11,12.41,146.52,55.0,565.5,14.69,550.81,54.5,747.07,97.12,2565.13,4.657,225.56,No
764,2025-03-05 14:00:00,M01,75.39,4.945,900.34,886.64,0.004852,136.66,154.68,43.15,197.83,55.0,487.65,9.97,477.68,53.06,824.28,107.16,2293.36,4.801,144.87,Yes
765,2025-03-05 16:00:00,M05,85.64,4.545,1142.72,1122.7,0.006751,75.18,95.82,6.44,102.26,55.0,617.48,18.64,598.85,52.41,540.51,70.27,2850.8,4.76,351.37,No
766,2025-03-05 18:00:00,M01,67.97,4.051,1044.61,1038.32,0.003619,184.89,202.69,4.91,207.6,55.0,571.08,7.28,563.8,53.97,992.44,129.02,2684.43,4.761,162.95,No
767,2025-03-05 20:00:00,M01,66.56,4.842,1012.26,1006.98,0.003534,143.45,164.94,6.86,171.8,55.0,553.84,9.88,543.96,53.74,765.66,99.54,2567.74,4.72,189.97,No
768,2025-03-05 22:00:00,M01,78.73,4.055,1007.65,1006.31,0.005274,96.69,114.5,3.9,118.4,55.0,553.47,11.36,542.11,53.8,622.67,80.95,2504.58,4.62,274.72,No
769,2025-03-06 00:00:00,M01,65.42,3.882,1032.46,1000.46,0.003279,156.81,174.03,0.66,174.7,55.0,550.25,11.57,538.68,52.17,824.13,107.14,2669.69,4.956,185.01,No
770,2025-03-06 02:00:00,M04,70.92,4.025,1069.46,1060.3,0.004018,128.67,147.02,11.69,158.71,55.0,583.16,8.71,574.45,53.71,745.99,96.98,2706.9,4.712,217.17,No
