Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin
19.47,Female,85.74,1.91,171.68,136.36,57.93,1.72,1341.6,Yoga,25.86613053819048,3.52,4.98,3.0,23.5,1.98,1.01,241.41,96.29,64.15,2378.0,Other,Lunch,Balanced,18.23,109.94,91.7,227.84,Fried,44.58,112.09,1.92,Leg Press,4.99,19.12,Builds unilateral leg strength and balance,363.29,"Quadriceps, Hamstrings, Glutes",None or Dumbbells,Advanced,Forearms,Lower,Bent-over lateral raises,23.502645212576407,1928.15,0.5008116588439696,1.1230464194075112,0.6894945054945055,0.794268406337372,1036.4,63.56237967655548,1249.7176,1.1727069911159276e+20,Very High
52.41,Female,85.58,1.8,189.75,135.36,66.01,1.7,1769.36,Cardio,25.28972774490931,3.51,4.95,3.01,26.41,3.03,-0.02,213.98,86.6,56.72,2374.0,Other,Dinner,Low-Carb,32.21,1476.82,107.02,112.53,Boiled,60.26,47.58,1.99,Pistol Squats,5.0,21.01,Improves core stability and upper body strength,360.99,"Back, Core, Shoulders","Bench, Barbell",Advanced,Arms,Lateral,Incline dumbbell press,26.41358024691358,1712.8,0.4997197571228398,1.011918672587053,0.5604493292387265,0.7133596837944665,604.6400000000001,63.9370509959066,1227.366,1.113414431290757e+20,Very High
46.82,Female,44.84,1.93,165.87,159.15,65.0,1.29,931.12,Yoga,18.936958405878293,1.99,3.05,2.03,12.04,3.0,-0.01,286.4,114.01,76.62,1199.0,Other,Dinner,Balanced,0.67,700.67,92.99,207.33,Boiled,48.93,81.42,4.49,Bulgarian Split Squats,5.01,15.0,Strengthens triceps and chest,357.12,"Shoulders, Upper Back",Dumbbells,Advanced,Arms,Anterior,Plank,12.037907057907596,2291.22,0.4999956355129581,2.542595896520963,0.9333795975017348,0.9594863447277988,267.88,36.348667850804176,921.3696,1.0195724524753345e+20,High
18.75,Female,69.61,1.6,186.23,155.18,73.98,1.18,1430.4,HIIT,29.46313276989289,1.61,3.02,1.02,27.19,2.01,0.01,205.21,82.79,55.05,2027.0,Other,Dinner,Balanced,49.06,38.38,152.43,385.99,Steamed,9.02,10.74,1.92,Kettlebell Swings,3.99,15.13,Targets abdominal muscles,331.21,"Glutes, Hamstrings, Core",Low Bar or TRX,Intermediate,Arms,Lower,Face pulls,27.191406249999996,1647.45,0.4982488087650611,1.1893406119810372,0.7233853006681515,0.8332706867851583,596.5999999999999,49.10071327887756,781.6555999999999,5.511111571746008e+19,Low
36.31,Female,100.75,1.99,189.22,147.4,72.71,1.33,1316.7,Strength,26.96605579729581,2.49,2.99,1.0,25.44,3.01,-0.02,197.17,78.91,52.35,2471.0,Other,Breakfast,Keto,4.26,685.51,72.63,461.28,Steamed,57.96,62.68,2.2,Push Ups,3.99,20.99,Full body workout,345.17,"Core, Lower Back",Dumbbells or Barbell,Beginner,Chest,Quads,Hammer curls,25.441276735435974,1575.47,0.500599821005795,0.7832258064516129,0.6410608531456528,0.7789874220484093,1154.3,73.58169878422447,918.1522,7.72110883314495e+19,Medium
21.02,Female,88.24,1.6,198.33,121.34,66.84,1.7,1324.98,Yoga,34.957992187063,3.48,3.99,2.99,34.47,3.0,0.02,298.32,119.63,78.97,2460.0,Other,Breakfast,Balanced,11.81,2160.32,206.45,402.08,Baked,51.73,107.8,2.25,Box Jumps,4.01,18.98,Improves flexibility,334.26,"Full Body, Core, Shoulders",Dumbbells,Advanced,Chest,Quads,Seated calf raises,34.46874999999999,2382.53,0.5008457396129326,1.3557343608340888,0.4144801886074986,0.6118086018252408,1135.02,57.39306769413561,1136.484,5.9395332047804236e+19,Low
30.36,Male,108.09,1.66,194.33,140.11,63.97,1.08,1036.8,Cardio,35.0,2.8,2.97,2.0,39.23,2.99,2.02,298.11,118.45,78.94,2940.0,Other,Lunch,Low-Carb,6.56,2297.49,81.69,361.42,Roasted,42.91,25.11,1.71,Kettlebell Swings,3.99,17.05,Builds lower body power,369.61,"Legs, Core",Dumbbells,Intermediate,Legs,Grip Strength,Face pulls,39.22557700682248,2376.7,0.5017208734800354,1.0958460542140809,0.5840748695918994,0.720990068440282,1903.2,70.2585,798.3576,1.3501450559943431e+20,Very High
42.04,Female,63.41,1.98,172.29,127.75,68.81,1.35,891.81,Yoga,20.561783738379905,3.01,1.98,1.01,16.17,1.98,1.98,217.17,86.6,57.92,1712.0,Other,Lunch,Vegan,39.73,1196.66,106.71,430.06,Raw,45.57,54.94,3.51,Squats,4.0,16.96,Combines lower body and upper body strength,349.43,"Glutes, Hamstrings, Core",Pull-up Bar,Intermediate,Arms,Posterior,Dumbbell rows,16.17436996224875,1736.36,0.5002879587182382,1.3657151868790411,0.5695786625434867,0.7414823843519648,820.19,50.3717729314933,943.461,8.534786617633074e+19,High
45.15,Male,73.4,1.75,183.98,147.96,49.9,1.13,1221.42,Strength,25.30714169307377,2.0,3.99,2.01,23.97,3.0,1.0,338.81,134.42,89.4,1908.0,Other,Snack,Vegan,36.52,1898.57,52.91,282.87,Steamed,52.2,16.09,2.91,Seated Rows,5.0,14.78,Builds lower body power and endurance,352.39,Shoulders,Kettlebell,Advanced,Abs,Anterior,Triceps pushdowns,23.967346938775517,2697.52,0.5024022064711291,1.83133514986376,0.7313544152744631,0.8042178497662791,686.5799999999999,54.824557997283854,796.4013999999999,9.143589029861152e+19,High
41.15,Female,51.57,1.8,165.92,126.1,59.94,1.1,1188.99,Strength,20.172688582964906,2.13,3.99,2.01,15.92,2.98,-0.04,222.53,89.65,58.86,1517.0,Other,Dinner,Keto,40.31,1456.35,190.76,273.88,Boiled,57.83,85.53,2.91,Dips,4.0,21.02,Improves coordination and cardiovascular health,358.96,"Shoulders, Triceps",Parallel Bars or Chair,Advanced,Forearms,Lower Chest,Pull-ups,15.916666666666666,1778.46,0.500500432958852,1.738413806476634,0.624268729949047,0.7600048216007714,328.01,41.166944497765,789.712,1.0632858954074905e+20,High
27.96,Male,81.9,1.66,174.05,152.91,50.07,1.08,1165.43,Strength,30.054335260413072,3.48,4.0,1.99,29.72,2.99,2.96,241.38,96.47,63.9,2290.0,Other,Snack,Low-Carb,10.8,825.06,15.89,368.66,Boiled,44.17,69.54,4.39,Face Pulls,3.99,16.88,Builds unilateral leg strength,339.14,"Core, Shoulders, Legs",None or Dumbbells,Beginner,Abs,Upper,Leg press,29.721294817825523,1926.5,0.501178302621334,1.1778998778998775,0.829488627197935,0.8785406492387244,1124.57,57.285499421721696,732.5424,6.685948718098215e+19,Medium
36.72,Female,103.47,1.89,175.15,167.83,57.07,0.54,356.72,Yoga,31.86975824520854,3.08,1.99,1.01,28.97,1.99,0.99,285.93,114.29,75.64,2758.0,Other,Snack,Keto,27.65,402.13,-0.5,210.98,Fried,38.14,104.84,4.59,Deadlift,5.02,18.05,Builds lower body power,367.93,"Quadriceps, Calves, Glutes",Pull-up Bar,Beginner,Abs,Middle,Seated calf raises,28.96615436297976,2281.6400000000003,0.5012710155852808,1.104571373344931,0.9380081300813008,0.9582072509277764,2401.28,70.49436114368271,397.3644000000001,1.30081913468202e+20,Very High
46.88,Male,61.56,1.54,190.44,131.07,61.13,1.94,1513.2,Yoga,24.47637445015456,2.7,4.01,3.0,25.96,3.01,-0.01,226.47,90.07,60.48,1643.0,Other,Snack,Paleo,22.53,1404.47,5.91,260.43,Steamed,8.33,102.47,1.5,Tricep Dips,4.0,17.08,Builds back strength,350.71,Calves,Resistance Band or Cable Machine,Beginner,Legs,Lats,Triceps dips,25.95715972339349,1810.48,0.5003534974150502,1.463125406107862,0.5408707756554018,0.6882482671707624,129.79999999999995,46.49234388848485,1360.7548,8.793538884172118e+19,High
50.02,Female,70.82,1.68,186.87,160.86,69.94,1.19,1443.83,HIIT,24.102545533207447,2.49,1.99,1.03,25.09,2.99,-0.01,299.65,118.91,79.93,1767.0,Other,Dinner,Balanced,20.68,905.6,7.78,325.38,Grilled,46.31,62.08,1.37,Burpees,3.0,12.03,Builds explosive upper body power,260.26,"Triceps, Chest",Dumbbells,Advanced,Forearms,Posterior,Russian twists,25.092120181405896,2393.61,0.5007499133108568,1.6790454673820956,0.7775592234670317,0.8608123294268744,323.1700000000001,53.75057725338248,619.4187999999999,7.700534369684347e+18,Low
41.21,Male,61.85,1.64,165.92,130.91,68.24,1.92,2741.38,HIIT,22.527114071133795,2.69,4.02,2.98,23.0,2.01,-0.01,219.35,87.92,58.43,1941.0,Other,Snack,Balanced,16.58,1110.03,154.04,263.06,Baked,21.2,77.89,4.53,Leg Raises,5.01,25.06,Improves lower back strength,352.16,"Glutes, Hamstrings",Bench or Sturdy Surface,Beginner,Forearms,Posterior,Triceps dips,22.995984533016067,1754.9499999999998,0.4999572637397077,1.421503637833468,0.6415847665847666,0.7889946962391514,-800.3800000000001,47.91697994700375,1352.2944,9.094954224710592e+19,High
41.03,Female,44.07,1.77,181.91,165.03,58.04,1.19,786.83,Yoga,18.76184652540229,1.61,3.0,1.02,14.07,2.0,-0.03,275.88,111.02,74.0,1301.0,Other,Snack,Balanced,47.53,291.74,292.19,473.45,Boiled,15.74,79.06,1.85,Scissors Kicks,2.99,11.96,Improves lower back strength,166.34,"Quadriceps, Calves, Glutes",Barbell,Intermediate,Abs,Posterior,Dumbbell rows,14.066839030929808,2213.6,0.498518250813155,2.519174041297935,0.8637281020424639,0.9072068605354296,514.17,35.80165423625521,395.8892,2.002858098926645e+17,Low
20.61,Female,102.24,1.95,170.88,131.19,69.03,0.99,980.99,Strength,30.48910276672936,3.12,2.99,1.01,26.89,3.02,0.01,178.65,72.08,48.1,2731.0,Other,Dinner,Balanced,24.51,734.99,101.07,319.66,Baked,17.47,109.1,1.09,Seated Rows,4.0,17.91,Builds unilateral leg strength and balance,371.15,"Back, Biceps","Bench, Barbell",Beginner,Back,Lower Chest,Decline dumbbell flyes,26.88757396449704,1435.8200000000002,0.4976946971068796,0.7050078247261347,0.6103092783505155,0.7677317415730337,1750.01,71.0679413312959,734.877,1.3967952454218328e+20,Very High
45.79,Female,74.65,1.53,179.15,151.27,66.0,1.3,1717.43,HIIT,32.609803442782805,2.1,4.02,2.01,31.89,2.98,4.01,303.29,120.51,80.71,2288.0,Other,Dinner,Balanced,38.23,428.49,5.96,313.07,Baked,50.76,34.15,2.42,Seated Rows,4.01,11.99,Strengthens lower abs,223.54,"Core, Shoulders, Hips",Cable Machine or Resistance Band,Beginner,Forearms,Grip Strength,Bent-over lateral raises,31.889444230851385,2421.59,0.5009766310564546,1.6143335565974548,0.7536014140521432,0.844376221043818,570.5699999999999,50.30678172996264,581.204,2.2267861284583493e+18,Low
18.7,Female,110.64,1.91,161.23,149.17,53.91,1.31,1587.98,HIIT,31.131171022471424,2.91,2.01,1.02,30.33,2.0,-0.01,151.88,61.15,40.48,3015.0,Other,Dinner,Paleo,46.47,372.38,82.63,162.49,Fried,33.35,76.53,2.04,Kettlebell Swings,4.98,22.03,Builds explosive upper body power,363.87,"Core, Lower Back",Dumbbells or Barbell,Beginner,Back,Quads,Close-grip bench press,30.32811600559195,1216.44,0.4994245503271842,0.5526934201012292,0.8876257920238538,0.9252000248092788,1427.02,76.19647238073762,953.3394,1.1880896280089068e+20,Very High
30.64,Male,61.51,1.76,189.08,150.43,66.86,1.81,1880.95,Cardio,22.77278776508597,2.71,4.01,2.99,19.86,3.0,0.01,183.11,74.03,48.98,1729.0,Other,Dinner,Paleo,17.18,838.9,156.81,310.78,Grilled,23.65,12.28,2.74,Face Pulls,4.99,15.09,Builds unilateral leg strength,356.31,"Back, Hamstrings, Glutes",Barbell,Beginner,Arms,Middle,Seated cable rows,19.85730888429752,1469.38,0.4984687419183602,1.2035441391643635,0.6837669775814106,0.7955891686058811,-151.95000000000005,47.50245824569562,1289.8422,1.0008346950279546e+20,High
18.17,Male,52.22,1.74,186.84,164.91,58.13,1.21,1063.83,Cardio,14.889555237790669,2.19,1.98,1.0,17.25,4.0,-0.03,297.65,118.74,79.6,1358.0,Other,Dinner,Low-Carb,31.46,1717.54,101.36,260.93,Roasted,9.91,77.47,3.61,Pistol Squats,4.02,25.07,Improves core rotation strength,331.61,"Glutes, Hamstrings, Core",Parallel Bars or Chair,Advanced,Legs,Lats,Barbell curls,17.247985202800898,2381.96,0.4998404675141479,2.273841440061279,0.8296169683785253,0.8826268464996788,294.1700000000001,44.444674254825706,802.4962,5.565705020155592e+19,Low
53.96,Female,63.75,1.53,171.45,120.13,58.22,1.74,1357.2,Yoga,26.27942906101211,2.68,3.99,3.0,27.23,3.0,-0.0,221.7,88.76,59.39,1856.0,Other,Lunch,Vegan,29.09,1940.37,195.73,334.89,Baked,12.78,35.39,1.88,Wall Angels,4.0,15.02,Improves shoulder health and posture,365.3,"Glutes, Hamstrings, Core",Parallel Bars or Chair,Beginner,Legs,Lateral,Lateral raises,27.233115468409583,1776.35,0.4992259408337321,1.392313725490196,0.5467632252936501,0.7006707494896471,498.8,46.99686397360478,1271.244,1.2267750177846895e+20,Very High
54.94,Male,128.5,1.68,177.67,165.0,52.24,1.12,1208.59,Strength,35.0,2.6,4.0,1.99,45.53,2.99,0.01,221.26,88.34,58.97,3448.0,Other,Lunch,Keto,27.78,944.98,155.59,155.25,Baked,9.89,17.33,1.31,Wall Angels,5.0,21.04,Strengthens shoulders,357.78,Quadriceps,Low Bar or TRX,Advanced,Abs,Wrist Extensors,Hammer curl,45.52862811791384,1769.13,0.5002684935533285,0.6874708171206226,0.8989874830582796,0.9286880171103732,2239.41,83.525,801.4272,1.0350672545438864e+20,High
40.82,Male,63.03,1.79,181.08,161.84,73.21,1.99,1553.39,Yoga,23.63898206833058,2.69,4.99,3.01,19.67,1.99,-0.03,156.96,62.5,42.08,1862.0,Other,Snack,Vegetarian,6.23,1318.82,296.61,148.93,Raw,46.75,59.79,2.33,Step-ups,4.99,22.04,Improves cardiovascular fitness,348.79,"Back, Core, Shoulders",Resistance Band,Advanced,Shoulders,Triceps,Chest flyes,19.671670671951563,1256.56,0.4996498376520023,0.9915913057274314,0.8216371558357282,0.8937486193947426,308.6099999999999,48.13034960233124,1388.1842,8.407935653607865e+19,High
41.06,Male,66.99,1.77,161.01,149.08,50.15,1.22,1170.22,Cardio,25.320410906078905,2.61,3.01,1.99,21.38,4.0,1.02,278.17,111.58,74.14,1846.0,Other,Lunch,Keto,26.71,1902.54,246.4,385.21,Roasted,32.75,18.7,1.29,Dragon Flags,4.0,17.84,Builds unilateral leg strength and balance,362.83,"Core, Obliques",Box or Platform,Intermediate,Back,Triceps,Hanging leg raises,21.382744422100927,2226.26,0.499797867275161,1.665621734587252,0.89238679415479,0.9259052232780574,675.78,50.02785673401774,885.3051999999999,1.1606315800543127e+20,Very High
49.08,Female,42.32,1.52,170.96,130.0,69.91,1.1,1334.63,HIIT,23.185361548960817,2.19,3.01,1.03,18.32,3.01,1.01,238.64,94.97,64.07,1195.0,Other,Lunch,Vegan,44.2,460.51,144.06,187.2,Grilled,40.56,78.71,3.58,Box Jumps,4.0,21.86,Improves core stability and upper body strength,340.62,"Glutes, Hamstrings, Core","Bench, Barbell",Beginner,Back,Lateral,Decline dumbbell press,18.317174515235457,1911.07,0.499489814606477,2.244092627599244,0.5946561108362196,0.7604117922321011,-139.6300000000001,32.50795499247978,749.364,6.928019826636561e+19,Medium
25.03,Female,41.24,1.62,192.94,143.62,64.15,1.5,1620.0,Strength,19.26879706153499,2.09,4.01,2.0,15.71,2.01,0.01,170.77,68.09,45.78,1192.0,Other,Lunch,Balanced,40.94,2081.52,137.41,224.2,Boiled,15.53,73.75,3.4,Kettlebell Swings,4.97,14.99,Improves balance and leg strength,336.13,Lower Abs,Bench or Step,Advanced,Chest,Wrist Flexors,Hanging leg raises,15.71406797744246,1367.46,0.4995246661693944,1.651066925315228,0.6170510132774284,0.7443764901005494,-428.0,33.29354809182297,1008.39,6.216424070592125e+19,Low
27.63,Female,76.39,1.62,160.98,162.18,70.05,1.16,1253.84,Strength,28.00192295856219,2.31,3.0,2.01,29.11,2.0,0.01,178.04,70.45,47.95,2202.0,Other,Dinner,Balanced,8.2,2466.77,72.46,140.89,Fried,7.93,6.3,2.6,Lunges,5.0,19.03,Improves lower back strength,368.73,"Glutes, Hamstrings, Core",Pull-up Bar,Beginner,Forearms,Quads,Dumbbell curls,29.10760554793476,1425.51,0.4995826055236371,0.922241131038094,1.0131969646981196,1.007454342154305,948.16,54.99933105195434,855.4535999999999,1.3241067131697344e+20,Very High
44.7,Male,44.32,1.65,161.41,148.03,71.08,1.42,1248.46,Cardio,21.42749706830739,1.62,3.0,1.0,16.28,2.97,0.02,271.45,109.4,73.03,1261.0,Other,Snack,Vegan,27.37,197.21,187.77,318.18,Boiled,54.08,93.45,2.8,Leg Raises,4.01,16.92,Improves flexibility,347.9,"Legs, Shoulders, Core",Resistance Band or Cable Machine,Beginner,Shoulders,Lower,Incline dumbbell flyes,16.2791551882461,2180.67,0.4979203639248487,2.4684115523465704,0.851876453005646,0.9171055077132768,12.539999999999964,34.823333299326166,988.0359999999998,8.234285824176996e+19,Medium
39.27,Female,68.42,1.64,161.65,153.85,52.94,1.32,1268.26,Cardio,26.35259395117629,1.51,2.97,2.01,25.44,3.02,0.98,317.78,127.15,85.05,1884.0,Other,Snack,Paleo,6.89,1302.75,155.38,233.37,Steamed,9.91,7.33,3.0,Squats,3.98,24.05,Strengthens back and improves posture,339.05,"Upper Chest, Triceps",Cable Machine,Beginner,Back,Triceps,Skull crushers,25.438726948245098,2545.17,0.4994243999418506,1.8583747442268344,0.9282494710698188,0.951747602845654,615.74,50.38955521860519,895.0920000000001,6.6714707446768075e+19,Medium
44.08,Male,82.59,1.79,166.98,155.04,69.85,1.52,1185.6,Yoga,23.911181855137364,3.51,5.0,3.0,25.78,4.0,2.99,376.89,150.56,100.04,2353.0,Other,Breakfast,Vegetarian,22.27,1716.69,184.68,268.94,Fried,37.55,19.56,4.43,Bicycle Crunches,4.02,15.87,Builds lower body power and endurance,347.25,"Quadriceps, Calves, Glutes",Box or Platform,Advanced,Abs,Grip Strength,Face pulls,25.776349052776133,3010.1600000000003,0.5008238764716825,1.8229809904346768,0.8770719654071862,0.9284944304707152,1167.4,62.84175490584205,1055.64,8.109460263818872e+19,Medium
21.94,Male,108.01,1.74,194.83,137.85,62.92,1.33,1170.4,Cardio,31.82486787241891,2.21,1.98,1.0,35.68,2.99,-0.0,290.29,117.2,78.0,2803.0,Other,Snack,Balanced,20.07,930.92,175.61,207.28,Baked,39.66,59.14,2.67,Step-ups,5.01,18.95,Isolates triceps,370.12,Full Core,Step or Box,Advanced,Chest,Wrist Flexors,Russian twists,35.67512220901044,2331.96,0.497933069177859,1.0850847143782982,0.5680388143431125,0.707539906585228,1632.6,73.63596021100034,984.5192,1.3654402988320417e+20,Very High
30.05,Female,108.28,1.66,194.05,140.71,64.13,1.08,1166.4,Strength,35.0,2.8,2.99,2.0,39.29,2.99,2.0,296.59,118.96,79.56,2862.0,Other,Breakfast,Vegan,6.91,2289.14,82.49,357.64,Baked,42.98,24.91,1.73,Squats,3.98,17.06,Strengthens lower abs and hip flexors,370.59,Lower Abs,Low Bar or TRX,Beginner,Arms,Upper,Preacher curls,39.29452750762085,2378.24,0.4988394779332615,1.0986331732545251,0.5894396551724138,0.7251223911363051,1695.6,70.382,800.4744,1.3796703914583083e+20,Very High
37.05,Female,68.74,1.5,196.3,130.39,66.08,0.69,834.9,HIIT,30.376653172809466,2.4,1.99,1.0,30.55,2.99,-0.01,258.24,103.03,69.19,1642.0,Other,Lunch,Low-Carb,41.97,622.1,139.0,482.72,Fried,10.2,11.56,1.84,Bear Crawls,3.99,23.93,Targets abdominal muscles,335.05,"Obliques, Core",Low Bar or TRX,Advanced,Arms,Middle,Dumbbell flyes,30.55111111111111,2067.79,0.4995478264233796,1.4988361943555428,0.4938565504530792,0.6642384105960264,807.1,47.85908860901077,462.369,6.055158518650136e+19,Low
35.16,Male,44.33,1.62,195.89,156.83,64.64,0.55,483.56,Cardio,21.13725726449676,1.98,1.99,1.0,16.89,2.0,-0.0,172.22,68.67,45.8,1042.0,Other,Snack,Vegetarian,42.85,1371.08,85.89,468.89,Grilled,47.56,17.49,4.28,Bulgarian Split Squats,4.02,19.88,Improves posture and strengthens upper back,336.55,"Upper Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Arms,Anterior,Barbell rows,16.891479957323575,1375.76,0.5007268709658661,1.5490638393864202,0.7024000000000001,0.8006023788861096,558.44,34.959853854648586,370.205,6.28014935796977e+19,Low
29.79,Female,50.92,1.74,174.02,149.93,63.78,1.08,1036.8,Cardio,19.697230162316657,1.99,2.97,2.0,16.82,2.99,-0.05,237.54,94.92,62.85,1344.0,Other,Dinner,Vegan,7.41,2290.72,39.2,495.0,Raw,35.88,103.63,1.73,Lat Pulldowns,5.0,16.1,Strengthens back and legs,333.75,"Core, Shoulders, Hips",Wall,Advanced,Abs,Lower,Chest flyes,16.818602193156295,1895.49,0.5012740768877705,1.864100549882168,0.781476777939042,0.861567635903919,307.20000000000005,40.89017040134836,720.9000000000001,5.865922796693848e+19,Low
32.81,Male,102.79,1.75,186.03,139.96,52.86,1.4,1517.04,Strength,35.0,2.21,3.03,2.04,33.56,2.98,-0.03,288.2,115.94,77.0,2823.0,Other,Snack,Keto,3.78,501.75,253.24,341.0,Raw,37.08,90.95,3.14,Mountain Climbers,3.99,21.02,Builds shoulder width,365.47,Full Body,Pull-up Bar,Intermediate,Abs,Lower Chest,Dumbbell curls,33.564081632653064,2309.56,0.4991426938464469,1.127930732561533,0.6540512127356011,0.7523517712196958,1305.96,66.8135,1023.316,1.2314467171953567e+20,Very High
53.68,Female,72.51,1.86,159.6,146.75,70.1,1.14,1230.17,Strength,23.91616876533013,2.21,2.99,1.99,20.96,3.0,0.02,260.93,104.37,70.07,2023.0,Other,Dinner,Keto,33.86,483.2,100.81,456.7,Baked,44.01,52.56,1.49,Deadlift,5.0,25.09,Full body workout,330.66,Calves,None or Dumbbell,Beginner,Abs,Anterior,Barbell curls,20.95907041276448,2091.83,0.4989506795485293,1.439387670666115,0.8564245810055866,0.9194862155388472,792.8299999999999,55.16838602825912,753.9048,5.436813421309771e+19,Low
42.56,Male,127.81,1.69,171.0,154.78,53.09,1.13,813.6,Yoga,35.0,2.9,3.02,2.0,44.75,4.02,3.0,411.07,165.31,109.48,3428.0,Other,Dinner,Low-Carb,11.88,2132.9,248.77,402.58,Steamed,9.8,25.06,2.98,Reverse Lunges,4.99,23.02,Builds explosive upper body power,376.3,"Full Body, Core, Shoulders",Cable Machine or Resistance Band,Advanced,Shoulders,Lower,Bent-over lateral raises,44.7498336892966,3290.84,0.4996535838873965,1.2934042719661998,0.8624374522941226,0.9051461988304094,2614.4,83.07650000000001,850.438,1.56324523698391e+20,Very High
57.06,Male,45.74,1.76,165.1,129.87,59.88,1.43,1541.83,Strength,20.130374045279137,1.73,3.02,1.98,14.77,3.01,-0.01,194.25,77.9,51.6,1413.0,Other,Lunch,Vegetarian,17.17,1663.42,9.09,288.68,Roasted,12.29,53.07,3.21,Bulgarian Split Squats,3.98,20.01,Builds unilateral leg strength and balance,358.06,"Legs, Shoulders, Core",Kettlebell,Intermediate,Arms,Lower Chest,Dumbbell rows,14.766270661157026,1553.0,0.5003219575016098,1.7031045037166594,0.6651777228663753,0.7866141732283465,-128.82999999999993,36.53236691168933,1024.0516,1.041703011781599e+20,High
39.69,Male,52.12,1.61,198.03,128.35,70.02,0.87,1053.66,HIIT,23.152933337988,3.31,1.95,1.01,20.11,2.02,0.02,216.61,86.47,57.49,1551.0,Other,Snack,Keto,27.22,1982.54,35.12,147.97,Grilled,29.1,80.16,2.58,Windshield Wipers,3.99,22.98,Builds explosive upper body power,359.37,"Back, Hamstrings, Glutes",Box or Platform,Beginner,Back,Lateral,Lateral raises,20.107248948728827,1729.73,0.5009105467327271,1.6590560245587107,0.4556675259745332,0.6481341210927637,497.3399999999999,40.052691144240654,625.3038,1.0732475634166425e+20,High
37.01,Female,48.71,1.67,163.97,131.98,74.11,1.39,1225.42,Cardio,19.07659350658797,3.02,1.97,1.02,17.47,3.0,-0.05,291.27,116.35,77.68,1359.0,Other,Lunch,Balanced,3.94,2360.91,293.76,275.86,Raw,22.45,88.48,4.09,Box Jumps,4.99,25.06,Combines lower body and upper body strength,352.94,"Triceps, Chest",Pull-up Bar,Beginner,Abs,Upper,Seated calf raises,17.46566746746029,2329.6000000000004,0.5001201923076922,2.388626565386984,0.6440017805475182,0.8049033359760931,133.57999999999993,39.417791302941,981.1732,9.26081659193525e+19,High
42.61,Male,108.01,1.73,173.64,149.92,66.05,1.32,1598.65,HIIT,35.0,2.19,1.96,1.01,36.09,2.01,-0.01,259.83,103.97,69.83,2943.0,Other,Lunch,Low-Carb,40.82,2428.95,238.28,455.14,Grilled,55.71,15.3,4.1,Plank,4.0,24.98,Strengthens core and improves mobility,353.02,"Core, Shoulders, Legs",Dumbbells or Barbell,Advanced,Arms,Lower,Leg extensions,36.08874335928364,2083.67,0.4987929950519995,0.962596055920748,0.7795334138860489,0.8633955309836443,1344.35,70.2065,931.9728,9.27797732090859e+19,High
50.06,Male,56.39,1.59,185.35,163.22,73.97,1.26,1521.83,HIIT,25.1738190925644,2.61,2.98,1.0,22.31,1.98,-0.01,299.45,119.81,79.63,1592.0,Other,Dinner,Vegetarian,18.16,2180.59,148.5,168.19,Boiled,50.87,60.49,2.51,Dips,4.0,23.93,Improves posture and back strength,350.36,"Biceps, Forearms",Box or Platform,Beginner,Chest,Lower,Standing calf raises,22.305288556623548,2393.71,0.500394784664809,2.124667494236567,0.8013108277967319,0.8806042622066361,70.17000000000007,42.19448341370293,882.9072,8.722111215022268e+19,High
44.27,Female,125.12,1.85,175.37,125.9,68.91,1.34,1770.27,HIIT,35.0,3.48,3.99,2.01,36.56,4.0,0.03,252.87,101.67,67.73,3281.0,Other,Snack,Vegan,24.34,2005.56,250.26,235.88,Steamed,6.6,50.21,2.99,Tricep Extensions,3.99,15.95,Improves core stability and balance,349.1,"Core, Lower Back",Parallel Bars or Chair,Intermediate,Back,Wrist Extensors,Towel pull-up,36.55807158509861,2027.73,0.4988238079034191,0.8125799232736572,0.5353184294570731,0.7179107030849062,1510.73,81.328,935.588,8.46917085220868e+19,High
18.03,Male,87.87,1.93,160.95,139.19,71.98,1.71,1779.77,Cardio,23.64979729928703,3.48,4.0,3.01,23.59,3.01,0.03,205.41,83.54,54.67,2328.0,Other,Dinner,Keto,16.88,1949.47,220.97,402.75,Grilled,52.52,45.81,3.89,Lunges,5.0,14.96,Targets biceps and forearms,343.74,"Quadriceps, Hamstrings, Glutes",Resistance Band,Intermediate,Legs,Wrist Extensors,Concentration curls,23.589895030739083,1647.83,0.4986193964183198,0.9507226584727438,0.7554231763515793,0.864802733768251,548.23,67.0889231131165,1175.5908,7.463681021193201e+19,Medium
